ID,CoasterName,Park,City,State,Country,Status,OpSince,OpUntil,Type,Scale,Design,Length,Height,Drop,Speed,Inversions,Vertical,Duration
14056,Wacky Worm,Dawlish,Devon,England,United Kingdom,Operating,2016,,Steel,Family,Sit Down,452.8,14.8,,,0,,
14060,Luge,Parc d'Olhain,Maisnil-lès Ruitz,Hauts-de-France,France,Operating,2016-07-07,,Steel,Thrill,Sit Down,2001.3,,,21.7,0,,
14062,Tomorrow Coaster / トゥモローコースター,Kisarapia,Kisarazu,Chiba,Japan,Operating,2016-07-01,,Steel,Family,Sit Down,,,,,0,,
14064,Souris Aventure,Royaume des enfants,Neuville-sur-Oise,Île-de-France,France,Operating,2016-04,,Steel,Family,Sit Down,,,,,0,,
14065,Oriental Legend / 方特国色春秋,Cixian,Handan,Hebei,China,Operating,2019-08-01,,,,,,,,,,,
14067,Roller Coaster,Athens Lions Club Kiddie Carnival,Athens,Alabama,United States,Operating,1998,,Steel,Kiddie,Sit Down,,,,,0,,
14069,unknown,Dafeng,Yancheng,Jiangsu,China,Operating,2015-10-01,,Steel,,Sit Down,,,,,3,,
14072,Shark Coaster,Toy Town,Dammam,Eastern Province,Saudi Arabia,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14075,unknown,Toy Town,Al Khobar,Eastern Province,Saudi Arabia,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14077,unknown,Toy Town,Riyadh,Ar Riyadh,Saudi Arabia,Operating,2015,,Steel,Thrill,Sit Down,410.1,,,,0,,
14079,Roller Coaster,Toy Town,Al Mubarraz,Eastern Province,Saudi Arabia,Operating,2007,,Steel,Family,Sit Down,360.9,,,,0,,
14081,Roller Coaster,Toy Town,Mecca,Makkah,Saudi Arabia,Operating,2016,,Steel,Family,Sit Down,213.3,,,,0,,
14083,Energy Storm,Vekoma,Vlodrop,Limburg,Netherlands,In Production,,,,,,,,,,,,
14084,DrageKongen,Djurs Sommerland,Nimtofte,Midtjylland,Denmark,Operating,2017-05-06,,Steel,Thrill,Inverted,2706.7,98.4,,52.8,0,,2:00
14085,Apple Coaster,Southport,Merseyside,England,United Kingdom,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14086,Roller Coaster,Southport,Merseyside,England,United Kingdom,Operating,2017-08-10,,Steel,Extreme,Sit Down,1197,36,,,1,,
14088,unknown,Sparky's,Dammam,Eastern Province,Saudi Arabia,Operating,2014,,Steel,Extreme,Sit Down,1295.9,59.4,,40.3,1,,
14092,unknown,Li,Changde,Hunan,China,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
14093,Butterfly,Tier- und Freizeitpark Gut Eversum,Olfen,North Rhine-Westphalia,Germany,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14094,Pomme,Parc de la Vallée,Massais,Nouvelle-Aquitaine,France,Operated,,,Steel,Family,Sit Down,,,,,0,,
14095,Dragon Coaster,In The Game Funtrackers,Corpus Christi,Texas,United States,Operating,2016-08-26,,Steel,Family,Sit Down,,,,,0,,
14096,Cacahuète Express,Parc Fenestre,La Bourboule,Auvergne-Rhône-Alpes,France,Operating,2016-06-25,,Steel,Family,Sit Down,1640.4,,,,0,,
14097,unknown,Bal Parc,Tournehem-sur-la-Hem,Hauts-de-France,France,Operated,,,Steel,Family,Sit Down,,,,,0,,
14098,Happy Angel,Harbin Sunac Land,Harbin,Heilongjiang,China,Operating,2017-06,,Steel,Extreme,Inverted,,,,54.1,6,,
14100,Butterfly,Jackelino Kinderland,Niederkassel,North Rhine-Westphalia,Germany,Operating,2016-04,,Steel,Family,Sit Down,,,,,0,,
14102,Western Train,L'ile Aux Enfants,Torreilles,Occitanie,France,Operating,2013,,Steel,Kiddie,Sit Down,,,,,0,,
14105,unknown,Zhongshan,Liupanshui,Guizhou,China,Operating,2010,,Steel,Family,Sit Down,,,,,0,,
14108,unknown,Xixia,Yinchuan,Ningxia Hui,China,Operating,2013,,Steel,Family,Sit Down,,,,,0,,
14110,Mini Canyon,Esenyurt,Istanbul,Istanbul,Turkey,Operated,,,Steel,Family,Sit Down,,,,,0,,
14111,Roller Coaster,Esenyurt,Istanbul,Istanbul,Turkey,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
14112,unknown,Manchester,Greater Manchester,England,United Kingdom,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
14113,Creepy Crawler,Narberth,Pembrokeshire,Wales,United Kingdom,Operating,2017-08-01,,Steel,Thrill,Sit Down,1066.3,36.1,,28,0,,0:55
14116,Mystic Timbers,Kings Island,Mason,Ohio,United States,Operating,2017-04-15,,Wood,Extreme,Sit Down,3265,109.2,,53,0,,
14120,Custom,Zamperla,Altavilla Vicentina,Veneto,Italy,In Production,,,,,,,,,,,,
14123,Roller Coaster / Tàu Lượn Siêu Tốc,Tuần Châu Amusement Park,Hạ Long,Quảng Ninh,Vietnam,Operated,2016-05,2018,Steel,Family,Sit Down,,,,,0,,
14126,Fforest Coaster,Betws-y-Coed,Conwy,Wales,United Kingdom,Operating,2017-05-11,,Steel,Thrill,Sit Down,3526.9,,,25,0,,6:00
14128,Funny Slides / Весёлые Горки,Victory Park,Tiraspol,Transnistria,Moldova,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
14129,Mine Adventure,VinWonders,Nha Trang,Khánh Hòa,Vietnam,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14132,unknown,Rostom Park,Tiaret,Tiaret,Algeria,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
14133,unknown,Parc d'Attraction BBA,Bordj Bou Arréridj,Bordj Bou Arréridj,Algeria,Operating,2013,,Steel,Family,Sit Down,,,,,0,,
14135,Fairy Knights,Sun World Bà Nà Hills,Hòa Vang,Đà Nẵng,Vietnam,Operating,2013,,Steel,Thrill,Sit Down,1689.6,,,,0,,
14136,unknown,Parc d Attraction Sétif's Land,Sétif,Sétif,Algeria,Operated,2008,2016,Steel,Family,Sit Down,,,,,0,,
14137,unknown,Parc d Attraction Sétif's Land,Sétif,Sétif,Algeria,Operated,2014,2016,Steel,Thrill,Sit Down,,,,,0,,
14139,Alpine Coaster,Datanla Waterfall Park,Đà Lạt,Lâm Đồng,Vietnam,Operating,2006,,Steel,Thrill,Sit Down,2641.1,,,,0,,
14141,Alpine Coaster,Stoke-on-Trent,Staffordshire,England,United Kingdom,Operated,2003,2007,Steel,Thrill,Sit Down,1394.3,,,,0,,
14145,unknown,Dambri Waterfall,Bảo Lộc,Lâm Đồng,Vietnam,Operating,2010,,Steel,Thrill,Sit Down,3608.9,,,,0,,
14146,Log Roller Coaster,Yellowstone Bear World,Rexburg,Idaho,United States,Operating,2016-06-29,,Steel,Family,Sit Down,190,14,,,0,,
14149,Alpine Coaster,Sunnyland Sarajevo,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Operating,2016,,Steel,Thrill,Sit Down,1935.7,,,,0,,
14151,Speedy Bruco,Family Park,Rome,Lazio,Italy,Operating,2005,,Steel,Family,Sit Down,,,,,0,,
14155,Dragon,Dragon Park,Rome,Lazio,Italy,Operating,2003,,Steel,Kiddie,Sit Down,,,,,0,,
14157,Egypt Coaster,ChayLend Park,Mytishchi,Moscow,Russia,Operating,2014,,Steel,Family,Sit Down,190,14,,,0,,
14158,Brucomela,Luneur Park,Rome,Lazio,Italy,Operating,2016-10-27,,Steel,Family,Sit Down,,,,,0,,
14159,Fruit Worm Coaster / 果虫滑车,Nanming,Guiyang,Guizhou,China,Operating,2008,,Steel,Kiddie,Sit Down,,,,,0,,
14161,Jungle Flying Squirrel / 丛林飞鼠,Xishan,Kunming,Yunnan,China,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14162,Fruit Worm Coaster / 果虫滑车,Wuhua,Kunming,Yunnan,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14163,Jungle Mouse / 松林飞鼠,Wuhua,Kunming,Yunnan,China,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14165,Squal8,Eden Park,Naples,Campania,Italy,Operating,2002,,Steel,Kiddie,Sit Down,,,,,0,,
14167,unknown,Luna Park,Los Angeles,California,United States,Operated,1903,1914,Wood,,Sit Down,,,,,0,,
14169,Pine Forest Flying Mouse / 松林飞鼠,Gangbei,Guigang,Guangxi,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
14172,unknown,Shimizu,Shizuoka,Shizuoka,Japan,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
14173,Fruit Buggy Coaster,Heping Park,Hongkou,Shanghai,China,Operating,2015,,Steel,Kiddie,Sit Down,,,,,0,,
14175,Jungle Block / 丛林滑车,Sun Park,Chaoyang,Beijing,China,Operating,2016,,Steel,Family,Sit Down,,9.5,,13.7,0,,
14177,Spin-o-Saurus,Wild Willy's Adventure Zone,Fort Walton Beach,Florida,United States,Operated,2015-05-29,2017,Steel,Family,Sit Down,190,14,,,0,,
14179,Xe Trượt Núi,Mũi Nai,Hà Tiên,Kiên Giang,Vietnam,Operating,2008,,Steel,Thrill,Sit Down,2887.2,,,,0,,
14180,Alpine Coaster,VinWonders,Nha Trang,Khánh Hòa,Vietnam,Operating,2012,,Steel,Thrill,Sit Down,3937,,,,0,,
14182,Alpine Coaster,Hồ Mây Park,Vũng Tàu,Bà Rịa-Vũng Tàu,Vietnam,Operating,2010,,Steel,Thrill,Sit Down,2263.8,,,,0,,
14184,Samurai Slide / Làn Trượt Samurai,Mystic Mountain,Hạ Long,Quảng Ninh,Vietnam,Operating,2017,,Steel,Thrill,Sit Down,1902.9,,,,0,,
14186,Roller Coaster / 过山车,Liubei,Liuzhou,Guangxi,China,Operating,2016,,Steel,Extreme,Sit Down,,,,,4,,
14187,Joker,Six Flags Great America,Gurnee,Illinois,United States,Operating,2017-05-27,,Steel,Extreme,Wing,1019,120,54,38,0,,
14188,Joker,Six Flags Over Texas,Arlington,Texas,United States,Operating,2017-05-20,,Steel,Extreme,Wing,1019,120,54,38,0,,
14189,Joker,Six Flags New England,Agawam,Massachusetts,United States,Operating,2017-05-27,,Steel,Extreme,Wing,1019,120,54,38,0,,
14190,Mine Train / 矿山车,Foreigner Street,Nan'an,Chongqing,China,Operated,2016,2019,Steel,Family,Sit Down,,32.1,,25.5,0,,
14191,Dragon,Canvey Island,Essex,England,United Kingdom,Operated,2016-07,2019,Steel,Kiddie,Sit Down,,,,,0,,
14192,Boomerang,Energylandia,Zator,Małopolskie,Poland,Operating,2017-04-29,,Steel,Family,Sit Down,682.4,75.5,,37.3,0,,1:36
14193,Celestial Gauntlet / 勇闯神界,Ningxiang,Changsha,Hunan,China,Operating,2019,,Steel,Extreme,Sit Down,,,,,3,,
14194,Queen Cobra,Sun World Danang Wonders,Hải Châu,Đà Nẵng,Vietnam,Operating,2017-01-27,,Steel,Extreme,Inverted,2260.5,109.3,,49.7,5,,
14195,Bullet Train / 子弹列车,Jiangning,Nanjing,Jiangsu,China,Operating,2015-10-21,,Steel,,Sit Down,2673.9,65.6,,33.2,0,,2:35
14196,Dawson Duel,Ypres,West Flanders,Flemish Region,Belgium,Operating,2017-05-05,,Steel,Thrill,Sit Down,1607.6,82,,24.9,0,,
14198,unknown,East Lake Park,Birmingham,Alabama,United States,Operated,,,Wood,Thrill,Sit Down,1320,,54,,0,,
14200,Montanha Russa,Parque dos Paturis,Carapicuíba,São Paulo,Brazil,Operated,2016,2018,Steel,Kiddie,Sit Down,,,,,0,,
14202,Jungle Flying Squirrel / 从林飞鼠,Liubei,Liuzhou,Guangxi,China,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14204,Boomerang Roller Coaster / 飞旋过山车,Shangzhi,Harbin,Heilongjiang,China,Operating,2017-09,,Steel,Extreme,Sit Down,,,,,4,,
14205,Spinning Coaster / 自旋滑车,Shangzhi,Harbin,Heilongjiang,China,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14207,Looping Star,Ita Park,Belo Horizonte,Minas Gerais,Brazil,Operated,2016-09-07,2018,Steel,Extreme,Sit Down,1942.3,80.4,,47.8,1,,
14209,unknown,Youjiang,Baise,Guangxi,China,Operating,2011,,Steel,Kiddie,Sit Down,,,,,0,,
14211,Gliding Dragon / 滑行龙 / Huá Xíng Lóng,Youjiang,Baise,Guangxi,China,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
14212,Crazy Mouse / 丛林飞鼠,Youjiang,Baise,Guangxi,China,Operating,2015,,Steel,Thrill,Sit Down,,,,,0,,
14214,unknown,Al Hokair Funfair,Buraidah,Al Qassim,Saudi Arabia,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
14216,Brokomela,Lunapark,Didim,Aydın,Turkey,Operating,2008,,Steel,Family,Sit Down,,,,,0,,
14217,Dragon,Lunapark,Didim,Aydın,Turkey,Operating,2008,,Steel,Kiddie,Sit Down,,,,,0,,
14218,Speed Mouse,Ita Park,Belo Horizonte,Minas Gerais,Brazil,Operated,2016-09-07,2018,Steel,Family,Sit Down,,,,,0,,
14219,unknown,Parque Shanghai,Rio De Janeiro,Rio De Janeiro,Brazil,Operated,,,Steel,Family,Sit Down,,,,,0,,
14221,unknown,Park Reem,Jeddah,Makkah,Saudi Arabia,Operating,2003,,Steel,Family,Sit Down,,,,,0,,
14225,unknown,Lunapark,Darıca,Kocaeli,Turkey,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
14226,unknown,Lunapark,Darıca,Kocaeli,Turkey,Operated,,,Steel,Family,Sit Down,,,,,0,,
14228,Forest Flyer,Vail Adventure Ridge,Vail,Colorado,United States,Operating,2016,,Steel,Thrill,Sit Down,1935.7,,,,0,,
14230,Spinning Coaster,Incredible Pizza Company,Warr Acres,Oklahoma,United States,Operating,2016-11-11,,Steel,Family,Sit Down,190,14,,,0,,
14231,Hydrus,Casino Pier,Seaside Heights,New Jersey,United States,Operating,2017-05-06,,Steel,Extreme,Sit Down,1050,72,,45,3,97,
14233,Scenic Railway,Ghent,East Flanders,Flemish Region,Belgium,Operated,1913-04-06,1913-10-31,Wood,,Sit Down,,,,,0,,
14235,Ocean Roller Coaster / 海洋过山车,Yuelu,Changsha,Hunan,China,Operating,2016-06-25,,Steel,Family,Sit Down,,,,,0,,
14236,Motor Roller Coaster / 极速风暴,Yuelu,Changsha,Hunan,China,SBNO,,2018,Steel,Thrill,Sit Down,,,,,0,,
14238,unknown,Suzhou,Jiuquan,Gansu,China,Operating,2013,,Steel,Thrill,Sit Down,,,,,0,,
14240,unknown,Bubble Island,Bilaspur,Chhattisgarh,India,Operating,2006,,Steel,Thrill,Sit Down,,,,,0,,
14242,unknown,Bukit Gambang Resort City,Kuantan,Pahang,Malaysia,Operated,,,Steel,Family,Sit Down,,,,,0,,
14244,unknown,Luna Park,Ceyhan,Adana,Turkey,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
14246,unknown,Citra Raya World of Wonders,Tangerang,West Java,Indonesia,Operating,2010,,Steel,Family,Sit Down,,,,,0,,
14248,Hoverla / Говерла,Central Park,Chernivtsi,Chernivtsi,Ukraine,Operating,2006,,Steel,Extreme,Sit Down,,,,,1,,
14250,Gliding Dragon / 滑行龙,Changli,Qinhuangdao,Hebei,China,Operating,2009,,Steel,Family,Sit Down,,,,,0,,
14252,unknown,Çukurova Lunaparkı,Gaziantep,Gaziantep,Turkey,Operated,,,Steel,Family,Sit Down,,,,,0,,
14254,unknown,Dalfak Amusement Park,Qazvin,Qazvin,Iran,Operating,2011,,Steel,Kiddie,Sit Down,,,,,0,,
14255,unknown,Dalfak Amusement Park,Qazvin,Qazvin,Iran,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
14257,unknown,Jingyang,Deyang,Sichuan,China,Operating,2013,,Steel,Family,Sit Down,,,,,0,,
14259,unknown,Diarenoon Park,Najafabad,Isfahan,Iran,Operating,2015,,Steel,Thrill,Sit Down,,,,,0,,
14262,Dragon Train,Doha Toys Town,Doha,Doha,Qatar,Operating,2015,,Steel,Kiddie,Sit Down,,,,,0,,
14264,Elma Kurdu,Family Parkı,Ankara,Ankara,Turkey,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
14265,Galaksi,Family Parkı,Ankara,Ankara,Turkey,Operating,2012,,Steel,Thrill,Sit Down,,,,,0,,
14267,Dragon Coaster,Family Park,Cairo,Cairo,Egypt,Operating,2015-06-09,,Steel,Family,Sit Down,,,,,0,,
14269,Montaña Rusa,Guillena,Seville,Andalusia,Spain,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
14271,unknown,Fantasy World,Taraz,Jambyl,Kazakhstan,Operating,2009,,Steel,Kiddie,Sit Down,,,,,0,,
14273,unknown,Coast City Games,Abu Al-Khaseeb,Basra,Iraq,Operating,2004,,Steel,Thrill,Sit Down,,,,,0,,
14275,Formula 1,City Park,Gelendzhik,Krasnodar,Russia,Operating,2011,,Steel,Thrill,Sit Down,,,,,0,,
14277,unknown,Gucheng,Xiangyang,Hubei,China,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
14282,Alpebanen,Tivoli Karolinelund,Aalborg,Midtjylland,Denmark,Operated,1953,1953,Steel,Family,Sit Down,,,,,0,,
14283,Roller Coaster / Американские Горки,Central Park,Kaliningrad,Kaliningrad,Russia,SBNO,,2019-07,Steel,Thrill,Sit Down,,,,,0,,
14285,unknown,Jinchuan,Jinchang,Gansu,China,Operating,2003,,Steel,Family,Sit Down,,,,,0,,
14287,Doggy Dog,Planet Quba,Quba,Guba-Khachmaz,Azerbaijan,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
14288,Magic Mouse,Planet Quba,Quba,Guba-Khachmaz,Azerbaijan,SBNO,,2018,Steel,Thrill,Sit Down,,,,,0,,
14290,unknown,Jianxi,Luoyang,Henan,China,SBNO,,2015,Steel,Thrill,Sit Down,,,,,0,,
14291,unknown,Xiangzhou,Zhuhai,Guangdong,China,Operating,2015,,Steel,Kiddie,Sit Down,,,,,0,,
14293,Water Shot,Children's Playground,Ibri,Ad Dhahirah,Oman,Operating,2005,,Steel,Family,Sit Down,,,,,0,,
14295,Family Coaster,Expo 2016 Antalya,Aksu,Antalya,Turkey,Operated,2016-04-23,2016-10-30,Steel,Family,Sit Down,,,,,0,,
14300,Factory Coaster / 工厂历险,Binhu,Wuxi,Jiangsu,China,Operating,2019-08-25,,Steel,Thrill,Sit Down,2004.6,81.4,,32.3,0,,
14301,Valkyria,Liseberg,Gothenburg,Västra Götaland,Sweden,Operating,2018-08-10,,Steel,Extreme,Sit Down,2296.6,154.2,164,65.2,3,,
14302,Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,San Antonio,Texas,United States,Operating,2017-06-16,,Steel,Thrill,Sit Down,2600,61,,44,0,,
14303,Children Walker Car / 儿童滑车,Yufeng,Liuzhou,Guangxi,China,Operating,2017-07-06,,Steel,Kiddie,Sit Down,,,,,0,,
14304,unknown,Yufeng,Liuzhou,Guangxi,China,Under Construction,,,Steel,Thrill,Sit Down,,,,,0,,
14306,unknown,Jinnah Park,Multan,Punjab,Pakistan,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
14308,Nessi,Chudo Yudo Grad,Gubkin,Belgorod,Russia,Operating,2004,,Steel,Family,Sit Down,,,,,0,,
14310,Draken / 드라켄,Gyeongju World,Gyeongju,Gyeongsangbuk-do,South Korea,Operating,2018-05-01,,Steel,Extreme,Sit Down,,206.7,,,2,90,
14312,Icon,Blackpool,Lancashire,England,United Kingdom,Operating,2018-05-25,,Steel,Extreme,Sit Down,3750,88.5,82,52.8,1,,2:41
14314,unknown,Jungle Zone,Al Rayyan,Doha,Qatar,Operated,,,Steel,Family,Sit Down,,,,,0,,
14316,unknown,Suraj Fun World,Junagadh,Gujarat,India,Operating,2008-02-01,,Steel,Family,Sit Down,,,,,0,,
14318,Dragon,Kilic Lunapark,Tepebaşı,Eskişehir,Turkey,Operating,2010,,Steel,Family,Sit Down,,,,,0,,
14319,Hot Go Sea / 海底两万里- 热高乐园,Wanghua,Fushun,Liaoning,China,Operating,2017,,,,,,,,,,,
14320,Shark Attack / 怒海狂鲨,Wanghua,Fushun,Liaoning,China,Operating,2017,,Steel,Extreme,Sit Down,,,,49.7,3,,
14323,Mine Train Coaster,Fun Park Biograd,Biograd na Moru,Zadar,Croatia,Operating,2017-07-15,,Steel,Family,Sit Down,,,,,0,,
14326,Gold Mine Coaster,Farouk Land Annaba Parc,Annaba,Annaba,Algeria,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14327,Cyclon Coaster,Farouk Land Annaba Parc,Annaba,Annaba,Algeria,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14329,unknown,Koru Parkta Lunapark,Uşak,Uşak,Turkey,Operating,2010,,Steel,Family,Sit Down,,,,,0,,
14331,unknown,Fun Island,Ferozepur,Punjab,India,Operating,2004,,Steel,Family,Sit Down,,,,,0,,
14333,unknown,Zichuan,Zibo,Shandong,China,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
14334,unknown,Zichuan,Zibo,Shandong,China,Operating,2011,,Steel,Thrill,Sit Down,,,,,0,,
14335,unknown,Xiangzhou,Zhuhai,Guangdong,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
14337,unknown,M1 Oyunparkı,Gaziantep,Gaziantep,Turkey,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
14339,Dragon,Navoiy Park,Navoiy,Navoiy,Uzbekistan,Operating,2014,,Steel,Family,Sit Down,,7.8,,8.7,0,,
14341,unknown,Ores Land Park,Al Hudaydah,Al Hudaydah,Yemen,Operating,2003,,Steel,Family,Sit Down,,,,,0,,
14343,unknown,Park Kultury I Otdykha,Perm,Perm,Russia,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
14345,unknown,Park of Maternal Glory,Grozny,Chechen,Russia,Operating,2009,,Steel,Family,Sit Down,426.5,14.8,,,0,,
14347,unknown,Nzhadflah Amusement Park,Karaj,Alborz,Iran,Operating,2009,,Steel,Family,Sit Down,,,,,0,,
14349,Splash,Thunder Zone,Sahibzada Ajit Singh Nagar,Punjab,India,Operating,2006,,Steel,Thrill,Sit Down,,,,,0,,
14350,Circus Coaster,Energylandia,Zator,Małopolskie,Poland,Operating,2017-04-17,,Steel,Kiddie,Sit Down,,,,,0,,
14351,Family Coaster / 合家欢过山车,Happy Valley,Yubei,Chongqing,China,Operating,2017,,Steel,Family,Sit Down,607,65.6,,37.3,0,,
14352,Speed,Energylandia,Zator,Małopolskie,Poland,Operating,2018-04-02,,Steel,Extreme,Sit Down,2253.9,164,,62.8,0,45,
14353,Gliding Dragon / 滑行龙,Lusong,Zhuzhou,Hunan,China,Operating,2013,,Steel,Family,Sit Down,,,,,0,,
14354,Golden Dragon Roller Coaster / 金龙滑车,Huangyan,Taizhou,Zhejiang,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14355,Big Blue,Fun Park Biograd,Biograd na Moru,Zadar,Croatia,Operating,2017-07-15,,Steel,Extreme,Sit Down,1817,60,,41,1,,1:48
14356,Family Inverted Coaster / 家庭过山车,Happy Valley,Chaoyang,Beijing,China,Operating,2018-04,,Steel,Family,Inverted,1328.8,65.6,,30.5,0,,
14358,Alma Qurdu,Gancland Park,Ganja,Ganja-Qazakh,Azerbaijan,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
14359,Amerikan Təpəcikləri,Gancland Park,Ganja,Ganja-Qazakh,Azerbaijan,Operating,2015,,Steel,Thrill,Sit Down,,,,,0,,
14360,unknown,Movie Animation Park Studios,Ipoh,Perak,Malaysia,In Storage,,,Steel,Extreme,Sit Down,2870.8,108.3,,52.8,10,,
14362,Speedy Coaster,Sparky's,Fujairah,Fujairah,United Arab Emirates,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14363,Lav Macera,Wonderland Eurasia,Ankara,Ankara,Turkey,SBNO,,2020,Steel,Extreme,Sit Down,1213.9,,,,1,,
14365,Jumbo 5,Adinkerke-De Panne,West Flanders,Flemish Region,Belgium,Operated,,,Steel,Thrill,Sit Down,1738,52.5,,34,0,,
14367,unknown,Paravasa Ulagam,Salem,Tamil Nadu,India,Operating,2015,,Steel,Thrill,Sit Down,,,,,0,,
14369,Roller Coaster,Sunny Beach Park,Sunny Beach,Burgas,Bulgaria,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
14371,Suspended Coaster / 悬挂过山车,Kaifu,Changsha,Hunan,China,Operating,2017-12-24,,Steel,Extreme,Inverted,2585.3,105,,46.6,4,,
