ID,CoasterName,Park,City,State,Country,Status,OpSince,OpUntil,Type,Scale,Design,Length,Height,Drop,Speed,Inversions,Vertical,Duration
11850,unknown,Dadong,Shenyang,Liaoning,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
11852,unknown,Xuanhua,Zhangjiakou,Hebei,China,Operating,2004,,Steel,Family,Sit Down,,,,,0,,
11853,unknown,Xuanhua,Zhangjiakou,Hebei,China,Operating,2004,,Steel,Thrill,Sit Down,,,,,0,,
11855,unknown,Shancheng,Hebi,Henan,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
11857,unknown,Jianxi,Luoyang,Henan,China,Operating,2007,,Steel,Family,Sit Down,,,,,0,,
11858,Houma City Chengwang Park / 侯马市程王公园,Houma,Linfen,Shanxi,China,Operating,2009,,,,,,,,,,,
11859,unknown,Houma,Linfen,Shanxi,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
11860,unknown,Horqin,Tongliao,Nei Mongol,China,Operating,2005,,Steel,Family,Sit Down,,,,,0,,
11861,unknown,Horqin,Tongliao,Nei Mongol,China,Operating,2005,,Steel,Family,Sit Down,,,,,0,,
11863,unknown,Horqin,Tongliao,Nei Mongol,China,Operating,2005,,Steel,Family,Sit Down,,,,,0,,
11864,unknown,Horqin,Tongliao,Nei Mongol,China,Operating,2005,,Steel,Thrill,Sit Down,,,,,0,,
11866,unknown,Bayuquan,Yingkou,Liaoning,China,Operating,2010,,Steel,Thrill,Sit Down,,,,,0,,
11867,Soaring Dragon & Dancing Phoenix / 龙飞凤舞,Xinjian,Nanchang,Jiangxi,China,Operating,2016-05-28,,Steel,Extreme,Inverted,,,,,6,,
11870,unknown,Jiaocheng,Ningde,Fujian,China,Operating,2009,,Steel,Thrill,Sit Down,,,,,0,,
11879,unknown,Zhucheng,Weifang,Shandong,China,Operated,2006,2016,Steel,Family,Sit Down,,,,,0,,
11880,Family Coaster / 패밀리 코스터,Neung-dong,Songdong-Gu,Seoul,South Korea,Operating,2014,,Steel,Family,Suspended,1295.9,64.3,,34.2,0,,1:02
11884,Custom,Mack Rides GmbH & Co KG,Waldkirch,Baden-Württemberg,Germany,In Production,,,,,,,,,,,,
11885,Flight of the Hippogriff / フライト・オブ・ザ・ヒッポグリフ,Konohana,Osaka,Osaka,Japan,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
11886,Three Loop Atomic Coaster / 三环原子滑车,Tianshan,Ürümqi,Xinjiang Uygur,China,Operating,2013,,Steel,Extreme,Sit Down,,,,,3,,
11887,Harry Potter and the Escape from Gringotts,Universal Studios Florida,Orlando,Florida,United States,Operating,2014-07-08,,Steel,Thrill,Sit Down,,,,,0,,
11889,Cyclone,Olympic Park,Rochester,New York,United States,Operated,1981,1982,Steel,Thrill,Sit Down,1425,53,,,0,,1:45
11890,unknown,Olympic Park,Rochester,New York,United States,Operated,1981,1982,Steel,Kiddie,Sit Down,,,,,0,,
11891,Wild Mouse,Olympic Park,Rochester,New York,United States,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
11893,Wild Mouse,Fun Fair Kiddy Park,Skokie,Illinois,United States,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
11894,Blue Water / 青龙袭水,Happy Magic Mountain,Jiulongpo,Chongqing,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
11898,Dragon Wagon,Indiana Beach,Monticello,Indiana,United States,Operated,2015-05-22,2018,Steel,Family,Sit Down,,,,,0,,
11899,Outer Space Flying Car / 太空飞车,Shizhong,Leshan,Sichuan,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
11901,unknown,Willow Park,Butztown,Pennsylvania,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
11903,Il Tempo Extra Gigante,Hunderfossen Familiepark,Fåberg,Oppland,Norway,Operating,2014-05-24,,Steel,Thrill,Sit Down,1755.3,82,,40.4,0,,1:30
11905,Manzanita,Cosmica Games,Palmira,Valle del Cauca,Colombia,Operated,,,Steel,Family,Sit Down,,,,,0,,
11907,Montanita,Juegos Mecánicos Calima,Cali,Valle del Cauca,Colombia,Operating,1997,,Steel,Kiddie,Sit Down,,,,,0,,
11909,Wild Train / Дикий поезд,Wonderland Park,Kemerovo,Kemerovo,Russia,Operating,2006,,Steel,Thrill,Sit Down,,,,,0,,
11911,Golden Dragon Roller Coaster / 金龙滑车,Wucheng,Jinhua,Zhejiang,China,Operating,2014-05-01,,Steel,Family,Sit Down,,,,,0,,
11912,Pine Forest Flying Mouse / 松林飞鼠,Wucheng,Jinhua,Zhejiang,China,Operating,2014-02-02,,Steel,Thrill,Sit Down,,,,,0,,
11913,3 Ring Roller Coaster / 三环过山车,Wucheng,Jinhua,Zhejiang,China,Operating,2014-05-01,,Steel,Extreme,Sit Down,,,,,2,,
11915,Mini Coaster / 迷你飞车,Splendid World Fantasy Land,Jiujiang,Jiangxi,China,Operated,2014-08-16,2018-06-04,Steel,Family,Sit Down,,,,,0,,
11916,Mine Adventure / 矿山历险,Splendid World Fantasy Land,Jiujiang,Jiangxi,China,Operated,2014-08-16,2018-06-04,Steel,Thrill,Sit Down,,,,,0,,
11917,Shenzhou Surfing / 神舟冲浪,Weiyang,Xi'an,Shaanxi,China,Operated,2014,2016,Steel,Family,Sit Down,,,,,0,,
11919,Montanita,Juegos Mecánicos Pereira,Pereira,Risaralda,Colombia,Operating,1997,,Steel,Family,Sit Down,,,,,0,,
11920,Scenic Railway,Scarboro Beach Amusement Park,Toronto,Ontario,Canada,Operated,1907,1918,Wood,,Sit Down,1312.3,,,,0,,
11921,Dips Coaster,Scarboro Beach Amusement Park,Toronto,Ontario,Canada,Operated,1919,1925,Wood,,Sit Down,,,,,0,,
11922,Drifter / Дрифтер,Sochi Park,Sochi,Krasnodar,Russia,Operating,2014,,Steel,Family,Sit Down,183.8,13.4,,17.9,0,,
11926,Pir Döndü,MOİ Park,Istanbul,Istanbul,Turkey,Operating,2014,,Steel,Thrill,Sit Down,1148.3,,,,0,,
11927,unknown,Amrapali FunLand,Ahmedabad,Gujarat,India,Operating,2012,,Steel,,Sit Down,,,,,0,,
11929,Storm Rider / 古道飞骑,Xishuangbanna Sunac Land,Xishuangbanna,Yunnan,China,Operating,2015-09-26,,Steel,Thrill,Sit Down,1463.3,47.9,,52.8,0,,
11930,Harpy / 雨林飞鹰,Xishuangbanna Sunac Land,Xishuangbanna,Yunnan,China,Operating,2015-09-26,,Steel,Extreme,Flying,2903.5,131.3,,52.8,2,,
11932,White Horse Coaster / 白马过山车,Penglai,Yantai,Shandong,China,Operating,2014-01-21,,Steel,Family,Sit Down,,,,,0,,
11934,Dragon Coast,Kathmandu Fun Valley,Bhaktapur,Province No. 3,Nepal,Operating,2012,,Steel,Kiddie,Sit Down,,,,,0,,
11935,Dragón,Plaza de Juegos,Córdoba City,Córdoba,Argentina,Operated,,,Steel,Family,Sit Down,,,,,0,,
11937,Kersplash,Edaville Family Theme Park,Carver,Massachusetts,United States,Under Construction,,,Steel,Thrill,Sit Down,,,,,0,,
11938,Krazy Koaster,Silverwood Theme Park,Athol,Idaho,United States,Operating,2014,,Steel,Family,Sit Down,190,14,,,0,,
11940,unknown,Torch Hi-tech Industrial Development Zone,Zhongshan,Guangdong,China,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
11942,Jungle Flying Squirrel / 丛林飞鼠,Torch Hi-tech Industrial Development Zone,Zhongshan,Guangdong,China,Operating,2012,,Steel,Thrill,Sit Down,,,,,0,,
11945,Hydro Racer / 澜沧飞渡,Xishuangbanna Sunac Land,Xishuangbanna,Yunnan,China,Operating,2015-09-26,,Steel,Extreme,Sit Down,1650.3,147.7,98.4,53.4,0,,3:05
11947,Roller Coaster,Sparky's,Jeddah,Makkah,Saudi Arabia,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
11948,unknown,Abha Palace Theme Park,Abha,'Asir,Saudi Arabia,Operating,2005,,Steel,Family,Sit Down,,,,,0,,
11949,unknown,Suxian,Chenzhou,Hunan,China,Operating,2009,,Steel,Family,Sit Down,,,,,0,,
11951,Fruit Worm Coaster / 果虫滑车,Zhenjiang,Shaoguan,Guangdong,China,Operated,2014,2020,Steel,Family,Sit Down,,,,,0,,
11955,Roller Coaster,Jamuna Future Park,Dhaka,Dhaka,Bangladesh,Operating,2013,,Steel,Extreme,Sit Down,,83.7,,43.5,3,,
11956,unknown,Erbil Family Fun,Erbil,Erbil,Iraq,Operating,2004,,Steel,Family,Sit Down,,,,,0,,
11957,unknown,Erbil Family Fun,Erbil,Erbil,Iraq,Operating,2004,,Steel,Extreme,Sit Down,,,,,1,,
11959,unknown,Chavi Land,Sulaymaniyah,Sulaymaniyah,Iraq,Operating,2013-05-30,,Steel,Thrill,Sit Down,,,,,0,,
11960,unknown,Chavi Land,Sulaymaniyah,Sulaymaniyah,Iraq,Operating,2013-05-30,,Steel,Extreme,Sit Down,2231,,,,4,,
11962,unknown,Majidi Land,Kasnazan,Erbil,Iraq,Operating,2015-07-12,,Steel,Family,Sit Down,,,,,0,,
11963,unknown,Majidi Land,Kasnazan,Erbil,Iraq,Operating,2015-07-12,,Steel,Thrill,Sit Down,,,,,0,,
11964,unknown,Majidi Land,Kasnazan,Erbil,Iraq,Operating,2015-07-12,,Steel,Thrill,Sit Down,,,,,0,,
11965,unknown,Majidi Land,Kasnazan,Erbil,Iraq,Operating,2015-07-12,,Steel,Extreme,Sit Down,,,,,3,,
11967,Afrika Expressen,Kirkuk Amusement Park,Kirkuk,Kirkuk,Iraq,Operating,2010,,Steel,Thrill,Sit Down,,,,,0,,
11969,unknown,Family Fun,Duhok,Dohuk,Iraq,Operating,2015,,Steel,Extreme,Sit Down,935,116.5,,47,3,,1:48
11970,unknown,Iranland,Shiraz,Fārs,Iran,Operating,2013,,Steel,Family,Sit Down,,,,,0,,
11975,Butterfly,Trampoline Trier,Trier,Rhineland-Palatinate,Germany,Operating,2014-02-22,,Steel,Family,Sit Down,,20,,,0,,
11976,Racing Coaster,Trampoline Trier,Trier,Rhineland-Palatinate,Germany,Operating,2014-02-22,,Steel,Family,Sit Down,,,,,0,,
11978,unknown,Neverland Park,Mendoza,Mendoza,Argentina,Operating,2008,,Steel,Family,Sit Down,,,,,0,,
11982,Silber Mine,Rocolinos Kinderwelt,Eschweiler,North Rhine-Westphalia,Germany,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
11983,Safari,Saunders County Fairgrounds,Wahoo,Nebraska,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
11987,Screamin' Eagle,Kingman County and 4-H Fair,Kingman,Kansas,United States,SBNO,,2017,Steel,Kiddie,Sit Down,,,,,0,,
11989,Safari,Sheridan County Fairgrounds,Hoxie,Kansas,United States,Operating,1991,,Steel,Kiddie,Sit Down,,,,,0,,
11991,Roller Coaster,Wallace County Fairgrounds,Sharon Springs,Kansas,United States,Operating,1991,,Steel,Kiddie,Sit Down,,,,,0,,
11993,Flying Coaster / 摩托式过山车,Sun Park,Chaoyang,Beijing,China,Operating,2014-10-01,,Steel,Thrill,Sit Down,,,,,0,,
11995,Outer Space Flying Car / 太空飞车,Luquan,Shijiazhuang,Hebei,China,Operating,2014-02-04,,Steel,Family,Sit Down,,,,,0,,
11996,4 Ring Roller Coaster / 四环过山车,Luquan,Shijiazhuang,Hebei,China,Operating,2014-02-04,,Steel,Extreme,Sit Down,,,,,4,,
11997,Loop Roller Coaster,Fun World,Bangalore,Karnataka,India,Operating,2012-11-17,,Steel,Extreme,Sit Down,,,,,1,,
11998,Space Vehicles,Fun World,Bangalore,Karnataka,India,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
12000,Impulse,Knoebels Amusement Resort,Elysburg,Pennsylvania,United States,Operating,2015-04-25,,Steel,Extreme,Sit Down,1975,98,,55,4,90,
12002,Family Coaster,Family Park,Saint-Martin-le-Beau,Centre-Val de Loire,France,Operated,2014-04-12,2019-09-29,Steel,Family,Sit Down,452.8,12.3,,,0,,0:55
12004,Loop Roller Coaster,Silver Storm Water Theme Park,Chalakudy,Kerala,India,Operated,2011,2016,Steel,Extreme,Sit Down,,,,,1,,
12005,Zyclone,Kishkinta  Theme Park,Chennai,Tamil Nadu,India,Operating,2014,,Steel,Thrill,Sit Down,,,,,0,,
12007,Cyclone / Циклон,SkyPark,Sofia,Grad Sofiya,Bulgaria,Operated,2013,2018,Steel,Thrill,Sit Down,1099,32.8,,,0,,1:20
12008,Huracanito,Belantis,Leipzig,Saxony,Germany,Operating,2014-04-19,,Steel,Kiddie,Sit Down,75.5,5.8,,,0,,
12009,Wild Mouse,Antibes Land,Antibes,Provence-Alpes-Côte d'Azur,France,Operating,2014,,Steel,Thrill,Sit Down,1213.9,45.9,,28,0,,1:20
12010,Dragon,Circle of Fun,Quezon City,Metro Manila,Philippines,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
12011,Godiståget,Kolmården,Norrköping,Östergötland,Sweden,Operating,2015-05-01,,Steel,Family,Sit Down,623.3,26.3,,24.9,0,,
12012,Erli's Seifenkiste,Erlebnispark Steinau,Steinau an der Straße,Hesse,Germany,Operating,2014-03-29,,Steel,Kiddie,Sit Down,75.5,5.8,,,0,,
12013,Seifenkiste,Trampolino Familien- und Freizeitpark,Andernach,Rhineland-Palatinate,Germany,Operating,2014-03,,Steel,Kiddie,Sit Down,75.5,5.8,,,0,,
12014,Crazy Snow Board / 疯狂滑板,Qihe,Dezhou,Shandong,China,Operating,2014-04-27,,Steel,Thrill,Sit Down,,,,,0,,
12015,Mine Coaster / 龙之心矿山,Qihe,Dezhou,Shandong,China,Operating,2014-05-01,,Steel,Thrill,Sit Down,,,,,0,,
12016,Ferrari Land,Salou,Tarragona,Catalonia,Spain,Operating,2017-04-07,,,,,,,,,,,
12018,Rocket Cycles,Adventureland,Sharjah,Sharjah,United Arab Emirates,Operating,2014,,Steel,Thrill,Sit Down,994.1,44.9,,29.2,0,,
12019,Mouse Coaster,Wonderland Eurasia,Ankara,Ankara,Turkey,SBNO,,2019,Steel,Thrill,Sit Down,1377.9,,,29.1,0,,
12020,Volare Hiz Kizagi,Wonderland Eurasia,Ankara,Ankara,Turkey,SBNO,,2020,Steel,Extreme,Flying,1282.8,50,,25.7,2,,
12021,Lightspeed,Wonderland Eurasia,Ankara,Ankara,Turkey,SBNO,,2020,Steel,Extreme,Sit Down,2870.8,108.3,,52.8,10,,
12023,Mendi Mendiyan,Galdakao,Biscay,Basque Country,Spain,Operated,1974-09-14,1990-02-09,Steel,Thrill,Sit Down,,,,,0,,
12026,Seifenkiste,Jaderpark,Jaderberg,Lower Saxony,Germany,Operating,2014-04,,Steel,Kiddie,Sit Down,75.5,5.8,,,0,,
12027,Junker,PowerLand,Kauhava,Southern Ostrobothnia,Finland,Operating,2015-05-30,,Steel,Extreme,Sit Down,2821.5,131.3,,64.9,3,,
12028,Motorized Roller Coaster / 摩托过山车,Luquan,Shijiazhuang,Hebei,China,Operating,2014-03-23,,Steel,Thrill,Sit Down,,,,40.4,0,,
12031,unknown,Yuancheng,Heyuan,Guangdong,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
12032,Wildfire,Kolmården,Norrköping,Östergötland,Sweden,Operating,2016-06-28,,Wood,Extreme,Sit Down,4150.3,183.8,160.8,71.5,3,83,2:00
