ID,CoasterName,Park,City,State,Country,Status,OpSince,OpUntil,Type,Scale,Design,Length,Height,Drop,Speed,Inversions,Vertical,Duration
6574,Bullet,Selva Mágica,Guadalajara,Jalisco,Mexico,Operating,2013-12-20,,Steel,Extreme,Sit Down,,131,,50,1,,
6576,Virginia Reel,Revere Beach,Revere,Massachusetts,United States,Operated,1925,1970,Wood,,Sit Down,,,,,0,,
6577,Scenic Railway,Mt. Gretna Park,Mount Gretna,Pennsylvania,United States,Operated,1891-06-17,1898,Wood,,Sit Down,,,,,0,,
6578,Loop the Loop,Revere Beach,Revere,Massachusetts,United States,Operated,1900,1902,Steel,Extreme,Sit Down,,,,,1,,
6580,Figure Eight,Revere Beach,Revere,Massachusetts,United States,Operated,,,Wood,,Sit Down,,,,,0,,
6581,Spinning Yacht / 冲浪旋艇,Hanjiang,Yangzhou,Jiangsu,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
6582,Pine Forest Flying Mouse / 松林飞鼠,Binjiang Forest Park,Pudong,Shanghai,China,Operating,2012,,Steel,Thrill,Sit Down,,,,,0,,
6583,Grant's Russian Toboggan Slide,Greater Ontario Beach,Rochester,New York,United States,Operated,1896,1905,Wood,,Sit Down,,,,,0,,
6587,Montaña Rusa,Diverxity,Caracas,Capital District,Venezuela,Operating,2003,,Steel,Family,Sit Down,,,,,0,,
6588,unknown,Fenggang,Dongguan,Guangdong,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
6589,unknown,Duyun,Qiannan,Guizhou,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
6591,unknown,Fenghua,Ningbo,Zhejiang,China,Operating,2012-09-28,,Steel,Family,Sit Down,,,,,0,,
6592,unknown,Greater Ontario Beach,Rochester,New York,United States,Operated,,,Wood,,Sit Down,,,,,0,,
6593,unknown,Gayway,Seaside,Oregon,United States,Operated,1953,1953,Steel,Kiddie,Sit Down,,,,,0,,
6595,Family Coaster,Luna Park Sunny Beach,Sunny Beach,Burgas,Bulgaria,Operated,,,Steel,Family,Sit Down,,,,,0,,
6596,unknown,Bagatelle,Merlimont,Hauts-de-France,France,Operated,1969,1975,Steel,Thrill,Sit Down,,,,,0,,
6598,Gold Mine Train / 矿山车,Lianjiang,Fuzhou,Fujian,China,Operating,2013-10-01,,Steel,,Sit Down,,,,,0,,
6599,Dragon Coaster / ドラゴンコースター,Mori no Yuenchi,Noda,Chiba,Japan,Operating,2005,,Steel,Family,Sit Down,,,,,0,,
6600,unknown,Bagatelle,Merlimont,Hauts-de-France,France,Operated,1987,1987,Steel,Family,Sit Down,,,,,0,,
6601,unknown,Yizheng,Yangzhou,Jiangsu,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
6605,Dragon's Run / Phi Long Thần Tốc,Dragon Park,Hạ Long,Quảng Ninh,Vietnam,Operating,2017-01-25,,Steel,Extreme,Sit Down,3738,150,,65,6,,
6606,Gliding Dragon / 滑行龙 / Huá Xíng Lóng,Zhangmutou,Dongguan,Guangdong,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
6608,Dragun Wheel,Sohar Entertainment Centre,Sohar,Al Batinah North,Oman,SBNO,,2013,Steel,Family,Sit Down,,,,,0,,
6610,Spinning Coaster / 自旋滑车,Tangxia,Dongguan,Guangdong,China,Operating,2011,,Steel,Thrill,Sit Down,,,,,0,,
6611,Nessi Coaster,Sky Ranch,Tagaytay,Cavite,Philippines,Operating,2013-03-02,,Steel,Family,Sit Down,,,,,0,,
6612,Fruit Worm Coaster,Panyu,Guangzhou,Guangdong,China,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
6615,TRON Lightcycle Power Run / 创极速光轮,Shanghai Disneyland,Pudong,Shanghai,China,Operating,2016-06-16,,Steel,Thrill,Sit Down,3169.3,78.1,,59.3,0,,
6616,unknown,Yuetang,Xiangtan,Hunan,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
6620,Arctic Cat,Crystal Beach,Crystal Beach,Ontario,Canada,Operated,,,Steel,Thrill,Sit Down,450,45,,,0,,
6622,Spinning Coaster / 自旋滑车,Changsha,Changsha,Hunan,China,Operating,2008,,Steel,Thrill,Sit Down,,,,,0,,
6623,unknown,Fengman,Jilin,Jilin,China,Operating,2013-07-26,,Steel,Extreme,Inverted,,,,,4,,
6624,Loop-the-Loop,Celoron Park,Jamestown,New York,United States,Operated,,,Steel,Extreme,Sit Down,,,,,1,,
6627,Scenic Railway,Sans Souci,Chicago,Illinois,United States,Operated,1907,1907,Wood,,Sit Down,,,,,0,,
6628,Roller Dip,Forest Park,Hanover,Pennsylvania,United States,Operated,,,Wood,,Sit Down,,,,,0,,
6629,unknown,Hetang,Zhuzhou,Hunan,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
6630,Crazy Coaster,Luna Park,Melbourne,Victoria,Australia,Operated,2012,2013,Steel,Thrill,Sit Down,,,,,0,,
6631,Royal Scooter,Lake Chautauqua Park,Chautauqua,New York,United States,Operated,1885,1888,Steel,Thrill,Sit Down,500,,,,0,,
6633,unknown,Hetang,Zhuzhou,Hunan,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
6635,Runaway Train,Northampton,Northamptonshire,England,United Kingdom,Operating,2013,,Steel,Family,Sit Down,,,,,0,,
6636,Pirates Gold Rush,Playland's Castaway Cove,Ocean City,New Jersey,United States,Operating,2013-07-29,,Steel,Family,Sit Down,,,,,0,,
6639,Bull Fight in the Sky / 高空斗牛,Daiyue,Tai'an,Shandong,China,Operating,2013-04-03,,Steel,Thrill,Sit Down,,,,,0,,
6640,Banshee,Kings Island,Mason,Ohio,United States,Operating,2014-04-18,,Steel,Extreme,Inverted,4124,167,150,68,7,,2:40
6641,Gliding Dragon / 滑行龙,Enping,Jiangmen,Guangdong,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
6642,Jungle Flying Squirrel / 丛林飞鼠,Enping,Jiangmen,Guangdong,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
6643,Golden Dragon Roller Coaster / 金龙滑车,Quanlin Resort,Zhongshan,Guangdong,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
6647,Dragon,Playground Varna,Varna,Varna,Bulgaria,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
6648,Children Roller Coaster,Eram Park,Tehran,Tehran,Iran,Operating,2000,,Steel,Kiddie,Sit Down,,,,,0,,
6649,Children Roller Coaster,Eram Park,Tehran,Tehran,Iran,Operating,2000,,Steel,Kiddie,Sit Down,,,,,0,,
6650,unknown,Zhengxiang,Hengyang,Hunan,China,Operating,2005,,Steel,Thrill,Sit Down,,,,,0,,
6651,Magic Frisbee / 魔法飞盘,Penglai,Yantai,Shandong,China,Operating,2013-08-11,,Steel,,Sit Down,,,,,0,,
6653,Spinning Coaster / 自旋滑车,Pukou,Nanjing,Jiangsu,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
6654,Montañita Rusa Minera,Chicolandia,Barquisimeto,Lara,Venezuela,Operating,2011,,Steel,Kiddie,Sit Down,,,,,0,,
6655,Gliding Dragon / 滑翔龙,Xunyang,Jiujiang,Jiangxi,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
6656,Spinning Coaster / 自旋滑车,Anji,Huzhou,Zhejiang,China,Operating,2010,,Steel,Thrill,Sit Down,,,,,0,,
6658,Gold Mine Town / 金矿小镇,Penglai,Yantai,Shandong,China,Operating,2013,,Steel,,Sit Down,,,,,0,,
6659,Switchback Railway,Mountain Park,Holyoke,Massachusetts,United States,Operated,1895,1900,Wood,,Sit Down,,,,,0,,
